id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;bulan;luas_panen;satuan;produksi_padi;satuan;produktivitas_padi;satuan;tahun
438;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;JUNI;4463;HEKTAR;26732;TON GABAH KERING GILING;59.9;KUINTAL PER HEKTAR;2019
439;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;JULI;22617;HEKTAR;134865;TON GABAH KERING GILING;59.63;KUINTAL PER HEKTAR;2019
440;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;AGUSTUS;12014;HEKTAR;71962;TON GABAH KERING GILING;59.9;KUINTAL PER HEKTAR;2019
441;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;SEPTEMBER;2496;HEKTAR;15550;TON GABAH KERING GILING;62.3;KUINTAL PER HEKTAR;2019
442;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;OKTOBER;1112;HEKTAR;6931;TON GABAH KERING GILING;62.3;KUINTAL PER HEKTAR;2019
443;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;NOVEMBER;2322;HEKTAR;14468;TON GABAH KERING GILING;62.3;KUINTAL PER HEKTAR;2019
444;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;DESEMBER;1468;HEKTAR;9146;TON GABAH KERING GILING;62.3;KUINTAL PER HEKTAR;2019
445;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;JANUARI;1436;HEKTAR;7968;TON GABAH KERING GILING;55.49;KUINTAL PER HEKTAR;2019
446;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;FEBRUARI;3398;HEKTAR;18852;TON GABAH KERING GILING;55.49;KUINTAL PER HEKTAR;2019
447;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;MARET;9812;HEKTAR;54394;TON GABAH KERING GILING;55.44;KUINTAL PER HEKTAR;2019
448;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;APRIL;8372;HEKTAR;46455;TON GABAH KERING GILING;55.49;KUINTAL PER HEKTAR;2019
449;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;MEI;2984;HEKTAR;15510;TON GABAH KERING GILING;51.98;KUINTAL PER HEKTAR;2019
450;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;JUNI;3440;HEKTAR;17893;TON GABAH KERING GILING;52.01;KUINTAL PER HEKTAR;2019
451;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;JULI;8660;HEKTAR;45032;TON GABAH KERING GILING;52;KUINTAL PER HEKTAR;2019
452;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;AGUSTUS;6457;HEKTAR;33565;TON GABAH KERING GILING;51.98;KUINTAL PER HEKTAR;2019
453;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;SEPTEMBER;3120;HEKTAR;16563;TON GABAH KERING GILING;53.09;KUINTAL PER HEKTAR;2019
454;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;OKTOBER;2312;HEKTAR;12273;TON GABAH KERING GILING;53.09;KUINTAL PER HEKTAR;2019
455;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;NOVEMBER;3520;HEKTAR;18646;TON GABAH KERING GILING;52.96;KUINTAL PER HEKTAR;2019
456;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;DESEMBER;2929;HEKTAR;15517;TON GABAH KERING GILING;52.98;KUINTAL PER HEKTAR;2019
457;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;JANUARI;986;HEKTAR;6605;TON GABAH KERING GILING;66.97;KUINTAL PER HEKTAR;2019
458;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;FEBRUARI;1596;HEKTAR;10688;TON GABAH KERING GILING;66.97;KUINTAL PER HEKTAR;2019
459;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;MARET;34026;HEKTAR;228210;TON GABAH KERING GILING;67.07;KUINTAL PER HEKTAR;2019
460;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;APRIL;60589;HEKTAR;405780;TON GABAH KERING GILING;66.97;KUINTAL PER HEKTAR;2019
461;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;MEI;16443;HEKTAR;94130;TON GABAH KERING GILING;57.24;KUINTAL PER HEKTAR;2019
462;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;JUNI;8503;HEKTAR;48673;TON GABAH KERING GILING;57.24;KUINTAL PER HEKTAR;2019
463;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;JULI;18150;HEKTAR;99068;TON GABAH KERING GILING;54.58;KUINTAL PER HEKTAR;2019
464;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;AGUSTUS;23528;HEKTAR;134687;TON GABAH KERING GILING;57.24;KUINTAL PER HEKTAR;2019
465;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;SEPTEMBER;35613;HEKTAR;239147;TON GABAH KERING GILING;67.15;KUINTAL PER HEKTAR;2019
466;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;OKTOBER;6653;HEKTAR;44675;TON GABAH KERING GILING;67.15;KUINTAL PER HEKTAR;2019
467;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;NOVEMBER;6965;HEKTAR;46775;TON GABAH KERING GILING;67.15;KUINTAL PER HEKTAR;2019
468;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;DESEMBER;2679;HEKTAR;17992;TON GABAH KERING GILING;67.15;KUINTAL PER HEKTAR;2019
469;32;JAWA BARAT;3213;KABUPATEN SUBANG;JANUARI;2261;HEKTAR;12208;TON GABAH KERING GILING;53.99;KUINTAL PER HEKTAR;2019
470;32;JAWA BARAT;3213;KABUPATEN SUBANG;FEBRUARI;5205;HEKTAR;28105;TON GABAH KERING GILING;53.99;KUINTAL PER HEKTAR;2019
471;32;JAWA BARAT;3213;KABUPATEN SUBANG;MARET;15692;HEKTAR;84728;TON GABAH KERING GILING;53.99;KUINTAL PER HEKTAR;2019
472;32;JAWA BARAT;3213;KABUPATEN SUBANG;APRIL;31496;HEKTAR;170059;TON GABAH KERING GILING;53.99;KUINTAL PER HEKTAR;2019
473;32;JAWA BARAT;3213;KABUPATEN SUBANG;MEI;23319;HEKTAR;142933;TON GABAH KERING GILING;61.29;KUINTAL PER HEKTAR;2019
474;32;JAWA BARAT;3213;KABUPATEN SUBANG;JUNI;8673;HEKTAR;53159;TON GABAH KERING GILING;61.29;KUINTAL PER HEKTAR;2019
475;32;JAWA BARAT;3213;KABUPATEN SUBANG;JULI;7895;HEKTAR;48391;TON GABAH KERING GILING;61.29;KUINTAL PER HEKTAR;2019
476;32;JAWA BARAT;3213;KABUPATEN SUBANG;AGUSTUS;16182;HEKTAR;99188;TON GABAH KERING GILING;61.29;KUINTAL PER HEKTAR;2019
477;32;JAWA BARAT;3213;KABUPATEN SUBANG;SEPTEMBER;13155;HEKTAR;87798;TON GABAH KERING GILING;66.74;KUINTAL PER HEKTAR;2019
478;32;JAWA BARAT;3213;KABUPATEN SUBANG;OKTOBER;10637;HEKTAR;70990;TON GABAH KERING GILING;66.74;KUINTAL PER HEKTAR;2019
479;32;JAWA BARAT;3213;KABUPATEN SUBANG;NOVEMBER;15134;HEKTAR;101006;TON GABAH KERING GILING;66.74;KUINTAL PER HEKTAR;2019
480;32;JAWA BARAT;3213;KABUPATEN SUBANG;DESEMBER;6648;HEKTAR;44367;TON GABAH KERING GILING;66.74;KUINTAL PER HEKTAR;2019
481;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;JANUARI;442;HEKTAR;2535;TON GABAH KERING GILING;57.3;KUINTAL PER HEKTAR;2019
482;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;FEBRUARI;296;HEKTAR;1696;TON GABAH KERING GILING;57.3;KUINTAL PER HEKTAR;2019
483;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;MARET;4067;HEKTAR;23294;TON GABAH KERING GILING;57.28;KUINTAL PER HEKTAR;2019
484;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;APRIL;7725;HEKTAR;44260;TON GABAH KERING GILING;57.3;KUINTAL PER HEKTAR;2019
485;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;MEI;1559;HEKTAR;8113;TON GABAH KERING GILING;52.05;KUINTAL PER HEKTAR;2019
486;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;JUNI;1080;HEKTAR;5627;TON GABAH KERING GILING;52.11;KUINTAL PER HEKTAR;2019
487;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;JULI;3275;HEKTAR;17055;TON GABAH KERING GILING;52.08;KUINTAL PER HEKTAR;2019
488;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;AGUSTUS;5241;HEKTAR;27299;TON GABAH KERING GILING;52.09;KUINTAL PER HEKTAR;2019
489;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;SEPTEMBER;1786;HEKTAR;8993;TON GABAH KERING GILING;50.34;KUINTAL PER HEKTAR;2019
490;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;OKTOBER;318;HEKTAR;1608;TON GABAH KERING GILING;50.49;KUINTAL PER HEKTAR;2019
491;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;NOVEMBER;495;HEKTAR;2484;TON GABAH KERING GILING;50.22;KUINTAL PER HEKTAR;2019
492;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;DESEMBER;170;HEKTAR;856;TON GABAH KERING GILING;50.49;KUINTAL PER HEKTAR;2019
493;32;JAWA BARAT;3215;KABUPATEN KARAWANG;JANUARI;6049;HEKTAR;31774;TON GABAH KERING GILING;52.53;KUINTAL PER HEKTAR;2019
494;32;JAWA BARAT;3215;KABUPATEN KARAWANG;FEBRUARI;1747;HEKTAR;9179;TON GABAH KERING GILING;52.55;KUINTAL PER HEKTAR;2019
495;32;JAWA BARAT;3215;KABUPATEN KARAWANG;MARET;9901;HEKTAR;52010;TON GABAH KERING GILING;52.53;KUINTAL PER HEKTAR;2019
496;32;JAWA BARAT;3215;KABUPATEN KARAWANG;APRIL;26881;HEKTAR;141195;TON GABAH KERING GILING;52.53;KUINTAL PER HEKTAR;2019
497;32;JAWA BARAT;3215;KABUPATEN KARAWANG;MEI;29935;HEKTAR;172345;TON GABAH KERING GILING;57.57;KUINTAL PER HEKTAR;2019
498;32;JAWA BARAT;3215;KABUPATEN KARAWANG;JUNI;24136;HEKTAR;139010;TON GABAH KERING GILING;57.59;KUINTAL PER HEKTAR;2019
499;32;JAWA BARAT;3215;KABUPATEN KARAWANG;JULI;8855;HEKTAR;50978;TON GABAH KERING GILING;57.57;KUINTAL PER HEKTAR;2019
500;32;JAWA BARAT;3215;KABUPATEN KARAWANG;AGUSTUS;3542;HEKTAR;20402;TON GABAH KERING GILING;57.59;KUINTAL PER HEKTAR;2019
501;32;JAWA BARAT;3215;KABUPATEN KARAWANG;SEPTEMBER;9652;HEKTAR;64675;TON GABAH KERING GILING;67.01;KUINTAL PER HEKTAR;2019
502;32;JAWA BARAT;3215;KABUPATEN KARAWANG;OKTOBER;16764;HEKTAR;112292;TON GABAH KERING GILING;66.98;KUINTAL PER HEKTAR;2019
503;32;JAWA BARAT;3215;KABUPATEN KARAWANG;NOVEMBER;24652;HEKTAR;165193;TON GABAH KERING GILING;67.01;KUINTAL PER HEKTAR;2019
504;32;JAWA BARAT;3215;KABUPATEN KARAWANG;DESEMBER;23692;HEKTAR;158761;TON GABAH KERING GILING;67.01;KUINTAL PER HEKTAR;2019
505;32;JAWA BARAT;3216;KABUPATEN BEKASI;JANUARI;4466;HEKTAR;26176;TON GABAH KERING GILING;58.61;KUINTAL PER HEKTAR;2019
506;32;JAWA BARAT;3216;KABUPATEN BEKASI;FEBRUARI;2440;HEKTAR;14298;TON GABAH KERING GILING;58.61;KUINTAL PER HEKTAR;2019
507;32;JAWA BARAT;3216;KABUPATEN BEKASI;MARET;9093;HEKTAR;53293;TON GABAH KERING GILING;58.61;KUINTAL PER HEKTAR;2019
508;32;JAWA BARAT;3216;KABUPATEN BEKASI;APRIL;12392;HEKTAR;72627;TON GABAH KERING GILING;58.61;KUINTAL PER HEKTAR;2019
509;32;JAWA BARAT;3216;KABUPATEN BEKASI;MEI;7528;HEKTAR;37911;TON GABAH KERING GILING;50.36;KUINTAL PER HEKTAR;2019
510;32;JAWA BARAT;3216;KABUPATEN BEKASI;JUNI;21972;HEKTAR;110659;TON GABAH KERING GILING;50.36;KUINTAL PER HEKTAR;2019
511;32;JAWA BARAT;3216;KABUPATEN BEKASI;JULI;7017;HEKTAR;35339;TON GABAH KERING GILING;50.36;KUINTAL PER HEKTAR;2019
512;32;JAWA BARAT;3216;KABUPATEN BEKASI;AGUSTUS;4410;HEKTAR;22210;TON GABAH KERING GILING;50.36;KUINTAL PER HEKTAR;2019
513;32;JAWA BARAT;3216;KABUPATEN BEKASI;SEPTEMBER;3247;HEKTAR;20227;TON GABAH KERING GILING;62.3;KUINTAL PER HEKTAR;2019
514;32;JAWA BARAT;3216;KABUPATEN BEKASI;OKTOBER;8193;HEKTAR;51041;TON GABAH KERING GILING;62.3;KUINTAL PER HEKTAR;2019
515;32;JAWA BARAT;3216;KABUPATEN BEKASI;NOVEMBER;6720;HEKTAR;41863;TON GABAH KERING GILING;62.3;KUINTAL PER HEKTAR;2019
516;32;JAWA BARAT;3216;KABUPATEN BEKASI;DESEMBER;10272;HEKTAR;63995;TON GABAH KERING GILING;62.3;KUINTAL PER HEKTAR;2019
517;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;JANUARI;1476;HEKTAR;8740;TON GABAH KERING GILING;59.2;KUINTAL PER HEKTAR;2019
518;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;FEBRUARI;1884;HEKTAR;11151;TON GABAH KERING GILING;59.18;KUINTAL PER HEKTAR;2019
519;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;MARET;6132;HEKTAR;36259;TON GABAH KERING GILING;59.13;KUINTAL PER HEKTAR;2019
520;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;APRIL;3861;HEKTAR;22827;TON GABAH KERING GILING;59.13;KUINTAL PER HEKTAR;2019
521;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;MEI;1666;HEKTAR;7445;TON GABAH KERING GILING;44.69;KUINTAL PER HEKTAR;2019
522;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;JUNI;2524;HEKTAR;11640;TON GABAH KERING GILING;46.11;KUINTAL PER HEKTAR;2019
523;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;JULI;3765;HEKTAR;17234;TON GABAH KERING GILING;45.78;KUINTAL PER HEKTAR;2019
524;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;AGUSTUS;2979;HEKTAR;13800;TON GABAH KERING GILING;46.32;KUINTAL PER HEKTAR;2019
525;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;SEPTEMBER;1461;HEKTAR;9004;TON GABAH KERING GILING;61.65;KUINTAL PER HEKTAR;2019
526;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;OKTOBER;1501;HEKTAR;8957;TON GABAH KERING GILING;59.69;KUINTAL PER HEKTAR;2019
527;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;NOVEMBER;1181;HEKTAR;7229;TON GABAH KERING GILING;61.21;KUINTAL PER HEKTAR;2019
528;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;DESEMBER;755;HEKTAR;4702;TON GABAH KERING GILING;62.3;KUINTAL PER HEKTAR;2019
529;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;JANUARI;142;HEKTAR;876;TON GABAH KERING GILING;61.51;KUINTAL PER HEKTAR;2019
530;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;FEBRUARI;365;HEKTAR;2247;TON GABAH KERING GILING;61.51;KUINTAL PER HEKTAR;2019
531;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;MARET;9480;HEKTAR;58310;TON GABAH KERING GILING;61.51;KUINTAL PER HEKTAR;2019
532;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;APRIL;5085;HEKTAR;31276;TON GABAH KERING GILING;61.51;KUINTAL PER HEKTAR;2019
533;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;MEI;251;HEKTAR;1340;TON GABAH KERING GILING;53.48;KUINTAL PER HEKTAR;2019
534;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;JUNI;0;HEKTAR;0;TON GABAH KERING GILING;0;KUINTAL PER HEKTAR;2019
535;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;JULI;2197;HEKTAR;11747;TON GABAH KERING GILING;53.48;KUINTAL PER HEKTAR;2019
536;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;AGUSTUS;9393;HEKTAR;50233;TON GABAH KERING GILING;53.48;KUINTAL PER HEKTAR;2019
537;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;SEPTEMBER;2945;HEKTAR;18567;TON GABAH KERING GILING;63.04;KUINTAL PER HEKTAR;2019
538;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;OKTOBER;0;HEKTAR;0;TON GABAH KERING GILING;0;KUINTAL PER HEKTAR;2019
539;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;NOVEMBER;0;HEKTAR;0;TON GABAH KERING GILING;0;KUINTAL PER HEKTAR;2019
540;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;DESEMBER;0;HEKTAR;0;TON GABAH KERING GILING;0;KUINTAL PER HEKTAR;2019
541;32;JAWA BARAT;3271;KOTA BOGOR;JANUARI;0;HEKTAR;0;TON GABAH KERING GILING;0;KUINTAL PER HEKTAR;2019
542;32;JAWA BARAT;3271;KOTA BOGOR;FEBRUARI;0;HEKTAR;0;TON GABAH KERING GILING;0;KUINTAL PER HEKTAR;2019
543;32;JAWA BARAT;3271;KOTA BOGOR;MARET;12;HEKTAR;50;TON GABAH KERING GILING;41.58;KUINTAL PER HEKTAR;2019
544;32;JAWA BARAT;3271;KOTA BOGOR;APRIL;8;HEKTAR;32;TON GABAH KERING GILING;43.01;KUINTAL PER HEKTAR;2019
545;32;JAWA BARAT;3271;KOTA BOGOR;MEI;7;HEKTAR;32;TON GABAH KERING GILING;49.42;KUINTAL PER HEKTAR;2019
546;32;JAWA BARAT;3271;KOTA BOGOR;JUNI;1;HEKTAR;6;TON GABAH KERING GILING;53.96;KUINTAL PER HEKTAR;2019
547;32;JAWA BARAT;3271;KOTA BOGOR;JULI;7;HEKTAR;37;TON GABAH KERING GILING;50.28;KUINTAL PER HEKTAR;2019
548;32;JAWA BARAT;3271;KOTA BOGOR;AGUSTUS;11;HEKTAR;53;TON GABAH KERING GILING;50.54;KUINTAL PER HEKTAR;2019
549;32;JAWA BARAT;3271;KOTA BOGOR;SEPTEMBER;9;HEKTAR;49;TON GABAH KERING GILING;57.13;KUINTAL PER HEKTAR;2019
550;32;JAWA BARAT;3271;KOTA BOGOR;OKTOBER;1;HEKTAR;4;TON GABAH KERING GILING;39.8;KUINTAL PER HEKTAR;2019
551;32;JAWA BARAT;3271;KOTA BOGOR;NOVEMBER;2;HEKTAR;9;TON GABAH KERING GILING;39.82;KUINTAL PER HEKTAR;2019
552;32;JAWA BARAT;3271;KOTA BOGOR;DESEMBER;5;HEKTAR;31;TON GABAH KERING GILING;58.19;KUINTAL PER HEKTAR;2019
553;32;JAWA BARAT;3272;KOTA SUKABUMI;JANUARI;128;HEKTAR;859;TON GABAH KERING GILING;67.14;KUINTAL PER HEKTAR;2019
554;32;JAWA BARAT;3272;KOTA SUKABUMI;FEBRUARI;224;HEKTAR;1507;TON GABAH KERING GILING;67.14;KUINTAL PER HEKTAR;2019
555;32;JAWA BARAT;3272;KOTA SUKABUMI;MARET;321;HEKTAR;2155;TON GABAH KERING GILING;67.14;KUINTAL PER HEKTAR;2019
556;32;JAWA BARAT;3272;KOTA SUKABUMI;APRIL;213;HEKTAR;1428;TON GABAH KERING GILING;67.14;KUINTAL PER HEKTAR;2019
557;32;JAWA BARAT;3272;KOTA SUKABUMI;MEI;147;HEKTAR;903;TON GABAH KERING GILING;61.24;KUINTAL PER HEKTAR;2019
558;32;JAWA BARAT;3272;KOTA SUKABUMI;JUNI;161;HEKTAR;985;TON GABAH KERING GILING;61.24;KUINTAL PER HEKTAR;2019
559;32;JAWA BARAT;3272;KOTA SUKABUMI;JULI;300;HEKTAR;1836;TON GABAH KERING GILING;61.24;KUINTAL PER HEKTAR;2019
560;32;JAWA BARAT;3272;KOTA SUKABUMI;AGUSTUS;311;HEKTAR;1907;TON GABAH KERING GILING;61.24;KUINTAL PER HEKTAR;2019
561;32;JAWA BARAT;3272;KOTA SUKABUMI;SEPTEMBER;69;HEKTAR;417;TON GABAH KERING GILING;60.19;KUINTAL PER HEKTAR;2019
562;32;JAWA BARAT;3272;KOTA SUKABUMI;OKTOBER;229;HEKTAR;1379;TON GABAH KERING GILING;60.19;KUINTAL PER HEKTAR;2019
563;32;JAWA BARAT;3272;KOTA SUKABUMI;NOVEMBER;222;HEKTAR;1333;TON GABAH KERING GILING;60.19;KUINTAL PER HEKTAR;2019
564;32;JAWA BARAT;3272;KOTA SUKABUMI;DESEMBER;66;HEKTAR;396;TON GABAH KERING GILING;60.19;KUINTAL PER HEKTAR;2019
565;32;JAWA BARAT;3273;KOTA BANDUNG;JANUARI;8;HEKTAR;53;TON GABAH KERING GILING;70.08;KUINTAL PER HEKTAR;2019
566;32;JAWA BARAT;3273;KOTA BANDUNG;FEBRUARI;89;HEKTAR;627;TON GABAH KERING GILING;70.08;KUINTAL PER HEKTAR;2019
567;32;JAWA BARAT;3273;KOTA BANDUNG;MARET;85;HEKTAR;596;TON GABAH KERING GILING;70.08;KUINTAL PER HEKTAR;2019
568;32;JAWA BARAT;3273;KOTA BANDUNG;APRIL;271;HEKTAR;1900;TON GABAH KERING GILING;70.08;KUINTAL PER HEKTAR;2019
569;32;JAWA BARAT;3273;KOTA BANDUNG;MEI;178;HEKTAR;1046;TON GABAH KERING GILING;58.92;KUINTAL PER HEKTAR;2019
570;32;JAWA BARAT;3273;KOTA BANDUNG;JUNI;18;HEKTAR;108;TON GABAH KERING GILING;58.92;KUINTAL PER HEKTAR;2019
571;32;JAWA BARAT;3273;KOTA BANDUNG;JULI;8;HEKTAR;49;TON GABAH KERING GILING;58.92;KUINTAL PER HEKTAR;2019
572;32;JAWA BARAT;3273;KOTA BANDUNG;AGUSTUS;34;HEKTAR;199;TON GABAH KERING GILING;58.92;KUINTAL PER HEKTAR;2019
573;32;JAWA BARAT;3273;KOTA BANDUNG;SEPTEMBER;183;HEKTAR;956;TON GABAH KERING GILING;52.3;KUINTAL PER HEKTAR;2019
574;32;JAWA BARAT;3273;KOTA BANDUNG;OKTOBER;211;HEKTAR;1104;TON GABAH KERING GILING;52.3;KUINTAL PER HEKTAR;2019
575;32;JAWA BARAT;3273;KOTA BANDUNG;NOVEMBER;113;HEKTAR;591;TON GABAH KERING GILING;52.3;KUINTAL PER HEKTAR;2019
576;32;JAWA BARAT;3273;KOTA BANDUNG;DESEMBER;17;HEKTAR;87;TON GABAH KERING GILING;52.3;KUINTAL PER HEKTAR;2019
577;32;JAWA BARAT;3274;KOTA CIREBON;JANUARI;3;HEKTAR;14;TON GABAH KERING GILING;47.04;KUINTAL PER HEKTAR;2019
578;32;JAWA BARAT;3274;KOTA CIREBON;FEBRUARI;0;HEKTAR;0;TON GABAH KERING GILING;0;KUINTAL PER HEKTAR;2019
579;32;JAWA BARAT;3274;KOTA CIREBON;MARET;15;HEKTAR;69;TON GABAH KERING GILING;47.04;KUINTAL PER HEKTAR;2019
580;32;JAWA BARAT;3274;KOTA CIREBON;APRIL;79;HEKTAR;370;TON GABAH KERING GILING;47.07;KUINTAL PER HEKTAR;2019
581;32;JAWA BARAT;3274;KOTA CIREBON;MEI;15;HEKTAR;66;TON GABAH KERING GILING;45.64;KUINTAL PER HEKTAR;2019
582;32;JAWA BARAT;3274;KOTA CIREBON;JUNI;6;HEKTAR;29;TON GABAH KERING GILING;45.64;KUINTAL PER HEKTAR;2019
583;32;JAWA BARAT;3274;KOTA CIREBON;JULI;12;HEKTAR;54;TON GABAH KERING GILING;45.64;KUINTAL PER HEKTAR;2019
584;32;JAWA BARAT;3274;KOTA CIREBON;AGUSTUS;82;HEKTAR;376;TON GABAH KERING GILING;45.64;KUINTAL PER HEKTAR;2019
585;32;JAWA BARAT;3274;KOTA CIREBON;SEPTEMBER;12;HEKTAR;67;TON GABAH KERING GILING;56.96;KUINTAL PER HEKTAR;2019
586;32;JAWA BARAT;3274;KOTA CIREBON;OKTOBER;3;HEKTAR;17;TON GABAH KERING GILING;56.97;KUINTAL PER HEKTAR;2019
587;32;JAWA BARAT;3274;KOTA CIREBON;NOVEMBER;2;HEKTAR;11;TON GABAH KERING GILING;56.97;KUINTAL PER HEKTAR;2019
588;32;JAWA BARAT;3274;KOTA CIREBON;DESEMBER;3;HEKTAR;17;TON GABAH KERING GILING;56.97;KUINTAL PER HEKTAR;2019
589;32;JAWA BARAT;3275;KOTA BEKASI;JANUARI;0;HEKTAR;0;TON GABAH KERING GILING;0;KUINTAL PER HEKTAR;2019
590;32;JAWA BARAT;3275;KOTA BEKASI;FEBRUARI;1;HEKTAR;5;TON GABAH KERING GILING;58.64;KUINTAL PER HEKTAR;2019
591;32;JAWA BARAT;3275;KOTA BEKASI;MARET;23;HEKTAR;132;TON GABAH KERING GILING;58.61;KUINTAL PER HEKTAR;2019
592;32;JAWA BARAT;3275;KOTA BEKASI;APRIL;79;HEKTAR;464;TON GABAH KERING GILING;58.61;KUINTAL PER HEKTAR;2019
593;32;JAWA BARAT;3275;KOTA BEKASI;MEI;160;HEKTAR;863;TON GABAH KERING GILING;54;KUINTAL PER HEKTAR;2019
594;32;JAWA BARAT;3275;KOTA BEKASI;JUNI;7;HEKTAR;38;TON GABAH KERING GILING;53.99;KUINTAL PER HEKTAR;2019
595;32;JAWA BARAT;3275;KOTA BEKASI;JULI;1;HEKTAR;5;TON GABAH KERING GILING;53.98;KUINTAL PER HEKTAR;2019
596;32;JAWA BARAT;3275;KOTA BEKASI;AGUSTUS;8;HEKTAR;42;TON GABAH KERING GILING;54;KUINTAL PER HEKTAR;2019
597;32;JAWA BARAT;3275;KOTA BEKASI;SEPTEMBER;170;HEKTAR;1059;TON GABAH KERING GILING;62.3;KUINTAL PER HEKTAR;2019
598;32;JAWA BARAT;3275;KOTA BEKASI;OKTOBER;70;HEKTAR;437;TON GABAH KERING GILING;62.3;KUINTAL PER HEKTAR;2019
599;32;JAWA BARAT;3275;KOTA BEKASI;NOVEMBER;0;HEKTAR;0;TON GABAH KERING GILING;0;KUINTAL PER HEKTAR;2019
600;32;JAWA BARAT;3275;KOTA BEKASI;DESEMBER;0;HEKTAR;0;TON GABAH KERING GILING;0;KUINTAL PER HEKTAR;2019
601;32;JAWA BARAT;3276;KOTA DEPOK;JANUARI;12;HEKTAR;58;TON GABAH KERING GILING;49.54;KUINTAL PER HEKTAR;2019
602;32;JAWA BARAT;3276;KOTA DEPOK;FEBRUARI;3;HEKTAR;16;TON GABAH KERING GILING;49.53;KUINTAL PER HEKTAR;2019
603;32;JAWA BARAT;3276;KOTA DEPOK;MARET;15;HEKTAR;75;TON GABAH KERING GILING;49.54;KUINTAL PER HEKTAR;2019
604;32;JAWA BARAT;3276;KOTA DEPOK;APRIL;3;HEKTAR;14;TON GABAH KERING GILING;49.55;KUINTAL PER HEKTAR;2019
605;32;JAWA BARAT;3276;KOTA DEPOK;MEI;3;HEKTAR;16;TON GABAH KERING GILING;53.99;KUINTAL PER HEKTAR;2019
